Instance,NoGenSM,NoSM,NoPubSM,NoProSM,NoPriSM,NoDefSM,NoGenM,NoM,NoPubM,NoProM,NoPriM,NoDefM,NoAM,NoPubAM,NoProAM,NoDefAM,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,sumcc,maxcc,mincc,avgcc,S1_LOCAL_VAR_NOT_ASSIGNED,S1_LOCAL_VAR_NOT_USED,S2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,S2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,S4_Field_NOT_USED,S4_Field_NOT_ASSIGNED,S5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,S5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,S6_METHOD_THROWS_EXCEPTION,S7_OBJECT_USED_IN_ASSIGNMENT,S8_PRIMITIVE_USED_IN_ASSIGNMENT,S9_METHOD_CALL_WITH_NORMAL_GUARD,S10_METHOD_CALL_WITH_NULL_GUARD,S11_FAULTY_CLASS_EXCEPTION_TYPE,S12_METHOD_CALL_WITH_TRY_CATCH,S15_HAS_OBJECTIVE_METHOD_CALL,S16_HAS_Invocations_Prone_Exception,S18_In_Synchronized_Method,LE1_EXISTS_RELATED_BOOLEAN_EXPRESSION,LE2_IS_BOOLEAN_METHOD_PARAM_TYPE_VAR,LE3_IS_COMPATIBLE_VAR_NOT_INCLUDED,LE4_EXISTS_LOCAL_UNUSED_VARIABLES,LE5_COMPLEX_REFERENCE,LE6_HAS_NEGATION,LE7_SIMPLE_VAR_OR_METHOD_IN_LOGIC,LE8_SCOPE_VAR_USED_OTHER_BOOLEXPER,LE9_NORMAL_CHECK,LE9_NULL_CHECK,LE9_MIX_CHECK,LE9_EQUAL_NOTEQUAL_NULL_CHECK,LE10_ATOMIC_EXPRESSION_SAME_INVOCATION_TARGET,LE10_ATOMIC_EXPRESSION_COMPARISION_SAME_LEFT,LE10_ATOMIC_EXPRESSION_COMPARISION_SAME_RIGHT,LE10_ATOMIC_EXPRESSION_MULTIPLE_VAR_AS_BOOLEAN,LE10_ATOMIC_EXPRESSION_USED_IN_INVOCATION_COMPARISION_VARIABLE,LE10_CONTAINS_ALL_INVOCATION_COMPARISION_VARIABLE,V1_IS_TYPE_COMPATIBLE_METHOD_CALL_PARAM_RETURN,V2_HAS_VAR_SIM_NAME_COMP_TYPE,V2_HAS_VAR_SIM_NAME,V3_HAS_CONSTANT,V4B_USED_MULTIPLE_AS_PARAMETER,V4_FIRST_TIME_USED_AS_PARAMETER,V5_HAS_VAR_IN_TRANSFORMATION,V6_IS_METHOD_RETURN_TYPE_VAR,V16_IS_METHOD_PARAMETER_TYPE_VAR,V8_VAR_PRIMITIVE,V8_VAR_OBJECT,V9_VAR_TYPE_Similar_Literal,V10_VAR_TYPE_Similar_VAR,V11_VAR_COMPATIBLE_TYPE_IN_CONDITION,V12_VAR_Invocation_VAR_REPLACE_BY_VAR,V13_VAR_Invocation_VAR_REPLACE_BY_INVOCATION,V14_VAR_INSTANCE_OF_CLASS,V15_VAR_LAST_THREE_SAME_TYPE_LOC,V17_VAR_IS_ENUMERATION,V18_Has_Method_Similar_In_Name,V19_With_Special_Name,V1_LOCAL_VAR_NOT_USED,V1_LOCAL_VAR_NOT_ASSIGNED,V2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,V5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,V2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,V5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,V4_Field_NOT_USED,V4_Field_NOT_ASSIGNED,V7_OBJECT_USED_IN_ASSIGNMENT,V8_PRIMITIVE_USED_IN_ASSIGNMENT,M1_OVERLOADED_METHOD,M2_SIMILAR_METHOD_WITH_SAME_RETURN,M3_ANOTHER_METHOD_WITH_PARAMETER_RETURN_COMP,M4_PARAMETER_RETURN_COMPABILITY,M5_MI_WITH_COMPATIBLE_VAR_TYPE,M6_INV_Invocation_INV_REPLACE_BY_VAR,M7_INV_Invocation_INV_REPLACE_BY_INV,M8_RETURN_PRIMITIVE,M9_RETURN_OBJECTIVE,M10_WRAPTTED_IN_OTHER_CALLS,M11_Satrt_With_Get,M12_Has_Var_Similar_In_Name,M13_Argument_Has_Primitive,M1_LOCAL_VAR_NOT_USED,M1_LOCAL_VAR_NOT_ASSIGNED,M2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,M5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,M2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,M5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,M4_Field_NOT_USED,M4_Field_NOT_ASSIGNED,M7_OBJECT_USED_IN_ASSIGNMENT,M8_PRIMITIVE_USED_IN_ASSIGNMENT,M9_METHOD_CALL_WITH_NORMAL_GUARD,M10_METHOD_CALL_WITH_NULL_GUARD,M12_METHOD_CALL_WITH_TRY_CATCH,C1_SAME_TYPE_CONSTANT,C2_SAME_TYPE_CONSTANT_VAR,C2_SAME_TYPE_VAR,C3_TYPEACCESS_ACTUAL_VAR,C4_SIMILAR_TYPEACCESS_ACTUAL_VAR,C5_USES_ENUMERATION,CON1_OVERLOADED_CONSTRUCTOR,CON2_SIMILAR_CONSTRUCTOR,CON3_WRAPTTED_IN_OTHER_CALLS,CON4_Return_Primitive,CON5_Of_Class,CON6_Argument_Has_Primitive,CON9_METHOD_CALL_WITH_NORMAL_GUARD,CON10_METHOD_CALL_WITH_NULL_GUARD,CON12_METHOD_CALL_WITH_TRY_CATCH,E1_LOCAL_VAR_NOT_USED,E1_LOCAL_VAR_NOT_ASSIGNED,E2_SIMILAR_OBJECT_TYPE_WITH_NORMAL_GUARD,E5_SIMILAR_PRIMITIVE_TYPE_WITH_NORMAL_GUARD,E2_SIMILAR_OBJECT_TYPE_WITH_NULL_GUARD,E5_SIMILAR_PRIMITIVE_TYPE_WITH_NULL_GUARD,E4_Field_NOT_USED,E4_Field_NOT_ASSIGNED,E7_OBJECT_USED_IN_ASSIGNMENT,E8_PRIMITIVE_USED_IN_ASSIGNMENT,E9_METHOD_CALL_WITH_NORMAL_GUARD,E10_METHOD_CALL_WITH_NULL_GUARD,E1_RETURN_PRIMITIVE,E2_COMPATIBLE_INVOCATION_PAREMETER_RETURN,E3_COMPATIBLE_INVOCATION_PAREMETER,O1_IS_LOGICAL,O1_IS_BIT,O1_IS_COMPARE,O1_IS_SHIFT,O1_IS_MATH,O1_IS_OTHERS,O2_LOGICAL_CONTAIN_NOT,O3_CONTAIN_NULL,O3_CONTAIN_01,O4_COMPARE_IN_CONDITION,O5_IS_MATH_ROOT,Label
Bugs.jar,0,1.375,0.75,0,0.625,0,0,6.25,4.625,0,0.75,0.875,0,0,0,0,8.6,1.5,0,9.3,42.2,39,1.5,7.8,6.1,0.921790383,322.5,0.632857143,1.1,0.346329365,0.486884236,0.3,0.3,32.45925287,10.8,2.5,1,1.244800219,21,16,45,35,2,20,0,0,39,18,0,8,6,0,1,51,0,0,26,27,0,25,27,0,0,27,0,0,0,0,0,0,0,0,0,0,20,6,21,6,0,24,10,87,87,32,67,25,24,0,2,4,2,8,2,42,7,16,21,45,0,35,0,2,20,18,0,2,11,18,6,44,3,2,47,29,38,34,5,19,5,12,29,0,17,0,1,15,6,0,1,6,1,32,0,21,0,0,0,8,8,13,12,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,90,0,85,0,0,90,77,7,85,unrepaired
Bugs.jar,1.714285714,0.914285714,0.514285714,0.028571429,0.171428571,0.2,0.571428571,7,5.6,0.057142857,1.228571429,0.114285714,0.8,0.8,0,0,11.60172414,1.736206897,0.198275862,14.29137931,35.28965517,124.5206897,5.217241379,9.370689655,9.344827586,1.135277152,348.5448276,0.479061574,1.034482759,0.354596855,0.451786609,0.45,0.777586207,29.51970096,19.74827586,4.365517241,1,1.434663208,6,10,56,31,8,27,4,0,26,14,0,13,2,2,10,37,0,0,27,24,2,27,29,3,7,33,3,0,5,0,2,0,0,0,2,0,33,2,31,7,0,22,24,84,84,36,59,38,56,1,9,2,0,9,0,17,4,10,6,56,4,31,0,8,27,14,0,5,33,26,3,32,12,15,45,13,30,29,4,18,6,1,26,1,19,0,5,18,9,0,13,0,8,30,14,19,0,0,0,0,13,6,4,0,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,3,70,0,94,56,53,67,66,22,94,unrepaired
Bugs.jar,0.568034557,1.235421166,0.967602592,0.069114471,0.136069114,0.062634989,0.669546436,7.073434125,6.375809935,0.17062635,0.477321814,0.049676026,0.580993521,0.574514039,0.006479482,0,11.64487633,1.743816254,0.196113074,14.13957597,35.18727915,125.6431095,5.134275618,9.309187279,9.355123675,1.124589612,347.0035336,0.484345419,1.017667845,0.360920163,0.445528695,0.455830389,0.787985866,29.54158969,19.86219081,4.386925795,1,1.436647852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unrepaired
Bugs.jar,0.564102564,1.241452991,0.976495726,0.070512821,0.132478632,0.061965812,0.655982906,7.034188034,6.331196581,0.170940171,0.480769231,0.051282051,0.574786325,0.568376068,0.006410256,0,11.57534247,1.729452055,0.196917808,14.32020548,35.46917808,123.7945205,5.232876712,9.381849315,9.328767123,1.137082661,349.3304795,0.481097724,1.034246575,0.3521653,0.454705148,0.446917808,0.772260274,29.57328606,19.68835616,4.357876712,1,1.433089547,9,20,46,32,6,39,4,0,23,19,0,11,2,0,22,41,0,0,29,25,2,31,31,2,5,32,2,0,4,0,1,0,0,0,1,0,34,4,30,2,0,21,19,76,76,27,57,27,53,1,3,0,0,10,0,19,2,20,9,46,4,32,0,6,39,19,0,12,27,27,15,45,14,17,37,17,29,28,7,19,3,1,27,1,21,0,6,32,3,0,11,0,20,29,24,27,0,0,0,2,13,6,4,0,7,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,90,0,90,88,88,89,90,27,90,unrepaired
Bugs.jar,2.702702703,0.972972973,0.945945946,0.027027027,0,0,3.72972973,24.94594595,23.32432432,0.027027027,1.594594595,0,0,0,0,0,32.80952381,1.714285714,0,19.19047619,75.69047619,672.2857143,2.523809524,16.66666667,27.54761905,0.826435941,668.4285714,0.616611692,1.5,0.233865546,0.252786173,0.928571429,0.928571429,22.72375226,64.80952381,11.0952381,1,1.63253445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unrepaired
Bugs.jar,0.574193548,1.230107527,0.96344086,0.068817204,0.133333333,0.064516129,0.679569892,7.094623656,6.395698925,0.169892473,0.477419355,0.051612903,0.539784946,0.533333333,0.006451613,0,11.66192171,1.738434164,0.195729537,14.02313167,35.09786477,125.7064057,5.09252669,9.229537367,9.370106762,1.123129442,345.6672598,0.484540306,0.943060498,0.359978551,0.445902922,0.453736655,0.809608541,29.19009515,19.91637011,4.379003559,1,1.438424082,2,8,42,17,7,20,8,1,39,11,4,5,1,2,4,24,0,0,23,17,7,24,24,1,6,31,3,0,3,0,1,1,0,0,1,0,31,1,31,5,1,26,17,85,82,45,49,41,46,1,7,4,0,7,0,23,12,8,2,42,8,17,1,7,20,11,4,7,21,10,0,17,3,3,35,14,17,14,4,20,6,1,17,0,6,0,2,10,8,0,5,1,4,34,13,21,0,0,0,1,8,3,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,27,71,0,62,31,27,69,58,20,62,unrepaired
Bugs.jar,0.564102564,1.241452991,0.976495726,0.068376068,0.134615385,0.061965812,0.662393162,7.032051282,6.331196581,0.170940171,0.478632479,0.051282051,0.574786325,0.568376068,0.006410256,0,11.59552496,1.734939759,0.197934596,14.29259897,35.30981067,124.4234079,5.21686747,9.371772806,9.339070568,1.136823558,348.4371773,0.478420656,1.034423408,0.35393671,0.451587287,0.449225473,0.776247849,29.50341479,19.72977625,4.359724613,1,1.433814605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,repaired
Bugs.jar,0.564102564,1.241452991,0.976495726,0.068376068,0.134615385,0.061965812,0.662393162,7.032051282,6.331196581,0.170940171,0.478632479,0.051282051,0.574786325,0.568376068,0.006410256,0,11.59552496,1.734939759,0.197934596,14.29259897,35.30981067,124.4234079,5.21686747,9.371772806,9.339070568,1.136823558,348.4371773,0.478420656,1.034423408,0.35393671,0.451587287,0.449225473,0.776247849,29.50341479,19.72977625,4.359724613,1,1.433814605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,repaired
Bugs.jar,0.564102564,1.172494172,0.892773893,0.079254079,0.130536131,0.06993007,0.675990676,7.055944056,6.370629371,0.146853147,0.487179487,0.051282051,0.51981352,0.517482517,0.002331002,0,11.3776908,1.774951076,0.199608611,13.73581213,34.11545988,123.1682975,4.966731898,9.074363992,9.236790607,1.126384237,344.9902153,0.477062229,0.941291585,0.373500149,0.448921594,0.452054795,0.812133072,29.70604753,19.56947162,4.383561644,1,1.444905137,6,7,48,20,5,20,14,7,11,6,5,4,1,0,0,20,0,0,36,31,7,16,40,1,5,35,5,0,2,0,0,1,0,0,2,0,37,0,21,2,0,16,16,84,83,50,45,34,39,10,4,1,0,9,0,32,11,7,6,48,14,20,7,5,20,6,5,4,6,8,5,16,1,2,24,15,14,16,4,8,1,2,10,0,2,0,1,7,2,0,4,0,0,20,0,10,0,0,0,2,0,4,3,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,22,100,3,72,25,5,84,90,34,72,unrepaired
Bugs.jar,0.564814815,1.164351852,0.886574074,0.078703704,0.12962963,0.069444444,0.671296296,7.034722222,6.347222222,0.145833333,0.488425926,0.053240741,0.518518519,0.516203704,0.002314815,0,11.33398058,1.768932039,0.198058252,13.68737864,33.9961165,124.0097087,4.951456311,9.038834951,9.201941748,1.132559403,344.1417476,0.471756628,0.932038835,0.370631251,0.453594108,0.448543689,0.805825243,29.91505652,19.50679612,4.368932039,1,1.442535275,9,11,51,19,4,21,11,1,17,8,6,8,0,0,1,27,0,0,30,23,9,20,32,0,0,28,0,0,0,0,0,0,0,0,0,0,23,0,29,10,1,38,19,88,89,54,53,40,41,3,11,1,0,2,2,23,10,11,9,51,11,19,1,4,21,8,6,12,16,14,3,18,4,1,42,14,16,14,2,19,5,6,19,0,3,0,2,7,3,0,8,0,1,13,5,10,0,0,0,0,1,4,2,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,37,94,37,84,53,11,67,69,27,84,unrepaired
Bugs.jar,0.774193548,1.688172043,1.172043011,0.322580645,0.11827957,0.075268817,0.311827957,6.35483871,5.698924731,0.021505376,0.559139785,0.075268817,1.52688172,1.52688172,0,0,11.60137457,1.73024055,0.197594502,14.3556701,35.52233677,124.242268,5.245704467,9.405498282,9.347079038,1.138466444,350.0412371,0.477596341,1.0395189,0.35167333,0.452316752,0.450171821,0.776632302,29.61347516,19.73883162,4.364261168,1,1.433790313,14,14,50,39,6,31,4,0,26,14,0,12,5,0,20,35,0,0,36,30,2,31,37,2,5,37,2,0,4,0,1,0,0,0,1,0,28,5,43,6,0,26,30,78,78,31,60,31,52,1,6,4,0,11,0,19,3,14,14,50,4,39,0,6,31,14,0,9,34,32,7,38,17,21,48,12,34,31,6,23,7,7,29,1,29,0,6,23,7,0,11,2,16,22,14,20,0,0,0,5,13,14,5,0,10,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,4,99,0,98,84,85,98,99,25,98,repaired
Bugs.jar,0.54601227,1.198364008,0.940695297,0.065439673,0.132924335,0.059304703,0.707566462,6.883435583,6.208588957,0.167689162,0.460122699,0.047034765,0.552147239,0.54601227,0.006134969,0,11.25662252,1.756622517,0.203642384,13.65728477,34.0115894,119.5182119,4.98013245,8.965231788,9.084437086,1.143698562,335.6092715,0.47144079,0.971854305,0.362407521,0.453730975,0.433774834,0.746688742,30.11041492,19.15397351,4.266556291,1.32781457,1.437933041,7,11,63,24,9,40,5,0,5,19,1,11,0,0,13,45,0,0,27,24,2,25,27,1,5,36,1,0,4,0,0,0,0,0,1,0,23,5,28,2,1,29,18,80,80,21,68,22,65,1,14,1,0,8,0,19,4,11,7,63,5,24,0,9,40,19,1,7,32,21,6,40,13,15,34,23,23,28,4,16,5,0,31,1,19,0,6,25,10,0,11,0,13,33,14,29,0,0,0,1,19,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,99,0,99,62,62,63,99,20,99,unrepaired
Bugs.jar,0.564102564,1.241452991,0.976495726,0.068376068,0.134615385,0.061965812,0.662393162,7.042735043,6.33974359,0.170940171,0.480769231,0.051282051,0.574786325,0.568376068,0.006410256,0,11.59965636,1.73024055,0.197594502,14.34707904,35.48969072,124.2560137,5.242268041,9.400343643,9.345360825,1.138267244,349.6958763,0.477598627,1.034364261,0.35167333,0.452316752,0.450171821,0.776632302,29.60175319,19.74742268,4.374570447,1,1.434305776,5,15,37,26,0,10,1,0,53,16,1,1,5,0,13,23,0,0,31,26,1,19,32,1,2,32,2,1,0,0,1,0,0,0,0,0,34,5,39,5,0,35,27,85,85,55,63,33,56,3,16,11,1,9,0,41,1,15,5,37,1,26,0,0,10,16,1,14,33,21,3,35,6,5,60,11,28,8,4,39,8,5,14,1,10,0,0,2,8,0,0,2,9,16,4,14,0,0,0,4,6,11,9,0,10,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,45,100,0,92,50,33,100,97,14,92,repaired
Bugs.jar,0.142857143,0.952380952,0.952380952,0,0,0,0.80952381,7.904761905,7.238095238,0.285714286,0.285714286,0.095238095,1,0.857142857,0.142857143,0,10.92,1.16,0.12,6.4,26.28,103.64,1.68,4.8,9.48,1.12161062,195.04,0.355091575,0.28,0.083094017,0.535256086,0.24,0.36,13.55765675,18.8,4.24,1,1.352212566,2,3,9,10,2,6,4,0,3,3,0,0,0,0,0,10,0,0,8,6,2,0,10,0,0,8,0,0,0,0,0,0,0,0,0,0,19,0,0,4,0,11,2,32,32,10,25,8,23,1,2,2,3,3,0,23,2,3,2,9,4,10,0,2,6,3,0,4,6,9,4,9,1,0,13,9,4,5,0,2,1,1,4,0,5,0,0,1,1,0,0,0,0,2,2,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,25,0,9,2,0,24,9,7,9,unrepaired
Bugs.jar,0.536412078,1.188277087,0.939609236,0.071047957,0.134991119,0.042628774,0.769094139,6.857904085,6.165186501,0.179396092,0.470692718,0.042628774,0.536412078,0.527531083,0.008880995,0,10.98943197,1.693527081,0.21003963,13.92470277,34.37912814,111.0937913,5.05680317,9.12681638,8.976221929,1.154875726,321.2496697,0.465686708,0.92998679,0.33235795,0.483261034,0.408190225,0.767503303,27.4580305,18.07001321,3.899603699,1.65653897,1.402068515,0,11,50,25,7,24,1,0,12,25,0,1,0,0,1,31,0,0,12,9,0,22,12,1,0,31,1,0,1,0,1,0,0,0,0,0,19,3,16,5,0,17,10,87,87,20,70,22,56,0,14,11,0,6,0,25,1,11,0,50,1,25,0,7,24,25,0,1,12,4,2,36,10,10,20,30,15,9,8,17,6,0,11,0,7,0,0,2,10,0,1,0,0,37,12,15,0,0,0,2,19,5,3,0,20,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,83,0,91,31,50,82,59,10,91,unrepaired
Bugs.jar,0.565310493,1.239828694,0.974304069,0.070663812,0.132762313,0.062098501,0.65738758,7.049250535,6.344753747,0.17130621,0.481798715,0.051391863,0.576017131,0.569593148,0.006423983,0,11.59348199,1.730703259,0.197255575,14.27958834,35.49914237,124.0737564,5.161234991,9.409948542,9.343053173,1.136744845,349.8524871,0.480623639,1.037735849,0.352769357,0.454907367,0.447684391,0.773584906,29.55818784,19.70154374,4.348198971,1,1.428148249,10,18,47,31,6,39,5,1,11,17,0,12,2,0,22,41,0,0,31,25,3,34,32,2,6,35,3,0,4,0,2,0,0,0,1,0,34,4,32,4,0,24,19,72,72,26,55,25,55,1,3,1,2,10,0,18,4,18,10,47,5,31,1,6,39,17,0,14,29,27,15,45,14,17,41,16,29,28,6,22,2,2,27,1,21,0,6,31,2,0,12,0,20,29,21,27,0,0,0,1,11,7,3,1,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,11,99,11,97,95,82,98,97,26,97,repaired
Bugs.jar,0.565310493,1.239828694,0.974304069,0.070663812,0.132762313,0.062098501,0.65738758,7.049250535,6.344753747,0.17130621,0.481798715,0.051391863,0.576017131,0.569593148,0.006423983,0,11.59348199,1.730703259,0.197255575,14.27958834,35.49914237,124.0737564,5.161234991,9.409948542,9.343053173,1.136744845,349.8524871,0.480623639,1.037735849,0.352769357,0.454907367,0.447684391,0.773584906,29.55818784,19.70154374,4.348198971,1,1.428148249,10,18,47,31,6,39,5,1,11,17,0,12,2,0,22,41,0,0,31,25,3,34,32,2,6,35,3,0,4,0,2,0,0,0,1,0,34,4,32,4,0,24,19,72,72,26,55,25,55,1,3,1,2,10,0,18,4,18,10,47,5,31,1,6,39,17,0,14,29,27,15,45,14,17,41,16,29,28,6,22,2,2,27,1,21,0,6,31,2,0,12,0,20,29,21,27,0,0,0,1,11,7,3,1,8,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,11,99,11,97,95,82,98,97,26,97,repaired
Bugs.jar,0.566523605,1.24248927,0.97639485,0.068669528,0.135193133,0.06223176,0.665236052,7.057939914,6.356223176,0.17167382,0.480686695,0.049356223,0.577253219,0.570815451,0.006437768,0,11.61764706,1.740484429,0.198961938,14.11764706,35.26297578,124.8719723,5.131487889,9.283737024,9.356401384,1.134237626,348.1764706,0.480547014,1.031141869,0.357207917,0.450107072,0.451557093,0.778546713,29.5177942,19.78892734,4.37716263,1,1.435626047,6,11,52,28,9,27,4,0,22,15,0,13,2,2,11,37,0,0,25,22,3,26,27,3,8,31,3,0,6,0,2,0,0,0,2,0,29,2,30,8,0,24,23,83,83,34,59,35,52,1,9,2,0,9,1,17,5,11,6,52,4,28,0,9,27,15,0,7,33,25,3,30,12,14,45,12,27,27,4,18,6,1,24,1,17,0,5,15,9,0,13,0,9,31,14,19,0,0,0,1,9,4,5,0,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,70,0,94,57,55,67,66,20,94,unrepaired
Bugs.jar,0.564102564,1.241452991,0.974358974,0.068376068,0.134615385,0.064102564,0.662393162,7.004273504,6.30982906,0.170940171,0.472222222,0.051282051,0.579059829,0.572649573,0.006410256,0,11.65079365,1.742504409,0.195767196,14.13932981,35.15343915,125.5114638,5.142857143,9.296296296,9.368606702,1.12336767,345.6419753,0.483989956,0.97707231,0.361912657,0.445807697,0.453262787,0.777777778,29.32018895,19.86067019,4.373897707,1,1.438873422,4,18,46,12,6,24,2,0,42,24,2,1,1,0,2,40,0,0,9,9,1,1,9,0,0,21,0,0,0,0,0,0,0,0,0,0,18,6,17,5,1,31,13,84,84,20,68,19,39,1,15,3,1,8,0,11,1,18,4,46,2,12,0,6,24,24,2,1,18,10,2,21,2,2,28,27,16,14,1,16,12,4,19,1,9,0,0,8,15,1,1,1,2,25,2,17,0,0,0,2,16,4,9,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,83,0,93,5,5,48,84,16,93,unrepaired
Bugs.jar,0.574193548,1.230107527,0.96344086,0.068817204,0.133333333,0.064516129,0.679569892,7.090322581,6.393548387,0.169892473,0.477419355,0.049462366,0.539784946,0.533333333,0.006451613,0,11.65480427,1.738434164,0.195729537,14.01779359,35.05516014,125.5854093,5.090747331,9.225978648,9.364768683,1.12312743,345.3967972,0.484540306,0.943060498,0.360054529,0.445955898,0.453736655,0.809608541,29.20873074,19.90391459,4.379003559,1,1.438420743,5,9,47,17,7,20,9,1,43,12,4,5,1,2,4,25,0,0,23,16,8,24,24,1,6,31,3,0,3,0,1,1,0,0,1,0,34,1,31,6,1,25,17,86,83,47,49,45,49,1,6,4,0,7,0,21,11,9,5,47,9,17,1,7,20,12,4,6,21,12,0,18,3,3,36,13,18,16,3,18,5,1,18,0,7,0,2,10,7,0,5,1,4,36,15,23,0,0,0,1,8,3,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,27,71,0,67,35,32,69,63,20,67,unrepaired
Bugs.jar,0.568034557,1.235421166,0.967602592,0.069114471,0.136069114,0.062634989,0.669546436,7.073434125,6.375809935,0.17062635,0.477321814,0.049676026,0.580993521,0.574514039,0.006479482,0,11.62786596,1.742504409,0.195767196,14.14109347,35.15696649,125.4232804,5.134038801,9.310405644,9.342151675,1.126133546,346.5432099,0.483491195,1.015873016,0.360283619,0.446506599,0.455026455,0.78659612,29.55640674,19.8324515,4.382716049,1,1.436129703,6,10,54,30,9,28,4,0,22,14,0,13,2,2,10,36,0,0,27,24,3,29,29,3,8,34,3,0,6,0,2,0,0,0,2,0,30,2,33,5,0,20,25,84,84,36,58,38,56,1,8,2,0,9,0,18,4,10,6,54,4,30,0,9,28,14,0,5,32,23,3,31,12,15,43,12,27,28,4,16,6,1,26,1,19,0,5,17,9,0,13,0,8,31,14,20,0,0,0,1,10,6,5,0,15,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3,70,0,94,59,56,66,65,23,94,unrepaired
